X,Y,OBJECTID,FECHA,Positivas,Negativas,TOTALES,XCOORD,YCOORD,Pruebas_dia,GlobalID
,,132,2020/07/02 12:21:02+00,35237,97666,135801,526296.889053,932307.407911,2352,11cba1de-09e2-4f38-9415-1fd0d1c89340
,,133,2020/07/03 10:32:18+00,35995,99169,138081,526296.889053,932307.407911,2280,03d3833a-bf79-41ed-9603-aba51222f589
,,134,2020/07/04 08:22:09+00,36983,101362,141283,526296.889053,932307.407911,3202,09629b8c-67bf-47af-8175-9c9a1c9352b3
,,135,2020/07/05 10:30:25+00,38149,103818,144918,526296.889053,932307.407911,3635,e1990474-239e-4ee5-9cdb-51c091e676b6
,,136,2020/07/06 10:34:01+00,39334,105805,148115,526296.889053,932307.407911,3197,7f9a582f-7f70-4d48-a1a5-c085996e3ed6
,,137,2020/07/07 10:42:07+00,40291,107269,150542,526296.889053,932307.407911,2427,6a9d883a-e57e-4154-86ec-6199b48bcbfa
,,138,2020/07/08 19:28:18.858+00,41251,108893,153148,526296.889053,932307.407911,2606,368d9e5d-d80c-4aed-b1db-1978c8b7a34a
,,139,2020/07/09 09:45:46+00,42216,110426,155605,526296.889053,932307.407911,2457,d2aa2589-43a3-4975-997a-aebeb6ea08ea
,,140,2020/07/10 11:08:20+00,43257,112407,158669,526296.889053,932307.407911,3064,26bb4be2-87c6-4348-bd92-cca50bf5d9d8
,,141,2020/07/11 10:02:03+00,44332,114238,161466,526296.889053,932307.407911,2797,a36a6d84-a04e-44c8-a603-1a82df393be5
,,142,2020/07/12 10:02:55+00,45633,116372,164927,526296.889053,932307.407911,3461,32e46ed8-bd43-48bc-aa38-e86c312d571f
,,143,2020/07/13 10:55:08+00,47177,118412,168517,526296.889053,932307.407911,3590,9db2a901-7358-4c81-b89f-f76e915430d8
,,144,2020/07/14 11:52:38+00,48096,120068,171116,526296.889053,932307.407911,2599,1a854004-ca9c-4b5a-941f-5bc0f012f163
,,145,2020/07/15 11:53:30+00,49243,122199,174345,526296.889053,932307.407911,3229,35832f3a-ba62-432b-b476-548bb1bfdf0f
,,146,2020/07/16 12:07:07+00,50373,124504,177843,526296.889053,932307.407911,3498,1da524c7-cb00-4ae9-9d6b-e8afaa3a1002
,,147,2020/07/17 10:46:40+00,51408,126411,180814,526296.889053,932307.407911,2971,e16e2e7a-bc86-4f4d-a5ba-3f11088716b1
,,148,2020/07/18 13:06:07+00,52261,128035,183261,526296.889053,932307.407911,2447,09b8e59d-9b34-429b-a295-795ea2abd163
,,149,2020/07/19 08:29:08+00,53468,130598,187041,526296.889053,932307.407911,3780,2be72d24-8c8f-4627-b008-c1d14d3966db
,,150,2020/07/20 10:21:58+00,54426,132560,189941,526296.889053,932307.407911,2900,71696920-9c1d-454b-9dfb-4893ea4ce748
,,151,2020/07/21 12:52:04+00,55153,134046,192085,526296.889053,932307.407911,2144,0acf557e-b369-4ab3-8520-be5742dc2bc8
,,152,2020/07/22 17:21:22+00,55906,135846,194599,526296.889053,932307.407911,2514,a9a4272b-801e-4427-b285-e160b70bc3c0
,,153,2020/07/23 17:22:30+00,56817,137956,197605,526296.889053,932307.407911,3006,dc1e6715-7379-4c96-80c1-b5d0c06001d6
,,154,2020/07/24 11:21:33+00,57993,140252,200986,526296.889053,932307.407911,3381,5e3c89f6-64fa-4b58-a7c3-b746dd126121
,,155,2020/07/25 10:14:45+00,58864,142071,203600,526296.889053,932307.407911,2614,39294087-0380-4cd4-b242-3fbdc342ce89
,,156,2020/07/26 10:15:30+00,60296,144913,207908,526296.889053,932307.407911,4308,3eadb389-0f8f-4f90-94ff-939974ae2f50
,,157,2020/07/27 11:36:50+00,61442,147217,211373,526296.889053,932307.407911,3465,0359f15e-8cb2-4cbb-b610-efe639d28c92
,,158,2020/07/28 12:17:40+00,62223,148715,213597,526296.889053,932307.407911,4308,7678454d-99e5-4c4c-b0ab-6d75ed27625f
,,159,2020/07/29 22:19:22.201+00,63269,150836,216730,526296.889053,932307.407911,4308,7dd88b5a-6051-4cd9-9660-dc687da50b44
,,160,2020/07/30 19:33:29.636+00,64191,153132,219942,526296.889053,932307.407911,3212,643b5f8b-1564-476f-95d7-c946cf5e784a
,,161,2020/07/31 20:42:54.537+00,65256,155165,222990,526296.889053,932307.407911,3048,be302efa-5de4-4e43-997d-3949388522fe
,,162,2020/08/01 20:07:35+00,66383,157706,226596,526296.889053,932307.407911,3606,04c33077-7b9a-476f-bd31-d6be190d8182
,,163,2020/08/02 15:58:35+00,67453,159856,229831,526296.889053,932307.407911,3235,d39bf1c8-a3f9-4d71-8146-e0d289f06509
,,164,2020/08/03 10:06:33+00,68456,161502,232514,526296.889053,932307.407911,2683,5039e3d0-6d80-406c-9cf4-31f1b824079e
,,165,2020/08/04 09:41:08+00,69424,163093,234954,526296.889053,932307.407911,2440,9d53ec0b-470b-4995-ae1c-71c25a23ba2f
,,166,2020/08/05 13:26:17+00,70231,164843,237489,526296.889053,932307.407911,2535,9b681701-9672-4540-ac41-59ff63308f4a
,,167,2020/08/06 09:31:17+00,71418,167264,240995,526296.889053,932307.407911,3506,0ce5e734-3dd2-4fbc-a829-30b76965afd7
,,168,2020/08/07 09:47:07+00,72560,169495,244280,526296.889053,932307.407911,3285,eac07ed4-7fd3-405b-b66a-da0e1e29fee2
,,169,2020/08/08 09:47:57+00,73651,171578,247212,526296.889053,932307.407911,2932,8f241517-8bf9-4a76-abd1-d931938c7fb5
,,170,2020/08/09 09:28:18+00,74492,173598,249980,526296.889053,932307.407911,2768,09bbc252-0eb2-4986-a86a-d64479cde2e6
,,171,2020/08/10 19:00:00+00,75394,175184,252381,526296.889053,932307.407911,2401,7f733ebd-b918-4862-bd9e-a3b742743f82
,,172,2020/08/11 15:49:22+00,76464,177243,255418,526296.889053,932307.407911,3037,37220ec0-b274-471f-9e4b-878b5470c853
,,173,2020/08/12 10:49:53+00,77377,179072,258224,526296.889053,932307.407911,2806,389d2d89-1df5-480f-a5e7-f2ed21819f56
,,174,2020/08/13 10:50:24+00,78446,181137,261350,526296.889053,932307.407911,3126,d062169a-fc01-4956-8470-d96e478f2ab8
,,175,2020/08/14 20:15:31+00,79402,182873,264046,526296.889053,932307.407911,2696,b54cf95e-29f1-4d71-ab05-22f1c60616e1
